name,type1,type2,type3,lon,lat
紫金观(装修中),风景名胜,风景名胜,寺庙道观,116.312908,39.945053
昌盛鸟,餐饮服务,中餐厅,综合酒楼|餐饮服务;中餐厅;四川菜(川菜),116.220478,40.221741
果多美(左家庄店),购物服务,综合市场,果品市场,116.439948,39.957460
西贝莜面村(亚运村店),餐饮服务,中餐厅,西北菜,116.412395,39.999015
方家胡同,风景名胜,风景名胜,风景名胜,116.412138,39.944188
果多美(甜水园店),购物服务,综合市场,果品市场,116.477898,39.927516
必胜客(亚运村店),餐饮服务,快餐厅,必胜客,116.408080,39.993787
火烧云(鼓楼店),餐饮服务,中餐厅,云贵菜,116.394237,39.941954
稻香湖温泉馆玛雅岛,风景名胜,风景名胜,风景名胜,116.184481,40.093644
树村清真寺,风景名胜,风景名胜,回教寺,116.302684,40.020764
国美电器(西坝河店),购物服务,家电电子卖场,国美,116.439930,39.968866
今世缘老北京炸酱面(天坛北门店),餐饮服务,中餐厅,北京菜,116.412815,39.888758
北京动物园-北京海洋馆-风情海滩,风景名胜,公园广场,动物园,116.340428,39.944088
北京云蒙山国家森林公园,风景名胜,风景名胜,省级景点,116.818779,40.548184
新业广场,购物服务,商场,购物中心,116.447084,39.857385
立水桥海鲜大卖场,购物服务,综合市场,水产海鲜市场,116.409775,40.047299
嘉和一品粥(宋家庄店),餐饮服务,中餐厅,特色/地方风味餐厅,116.430888,39.845376
潇湘府(上地店),餐饮服务,中餐厅,湖南菜(湘菜),116.301901,40.043847
绿茵溪谷农家餐厅,餐饮服务,中餐厅,北京菜,116.514506,40.610570
星期五餐厅(凯迪克店),餐饮服务,外国餐厅,美式风味,116.400513,39.992636
安妮意大利餐厅(望京店),餐饮服务,外国餐厅,意式菜品餐厅,116.481931,39.993752
瑞丰鼎,餐饮服务,中餐厅,湖南菜(湘菜),116.279836,39.868611
潇湘府(望京店),餐饮服务,中餐厅,湖南菜(湘菜),116.459417,40.011640
第六季自助餐厅(北太平庄店),餐饮服务,中餐厅,综合酒楼,116.369646,39.971808
清华大学绿园,风景名胜,公园广场,公园,116.317979,40.000721
西海子公园,风景名胜,公园广场,公园,116.662914,39.912298
永安电脑城,购物服务,家电电子卖场,数码电子,116.234438,40.212071
国美电器(北京北太店),购物服务,家电电子卖场,国美,116.363907,39.967129
北京金融街中心广场,风景名胜,公园广场,城市广场,116.361832,39.916444
九龙口,风景名胜,风景名胜,风景名胜,116.343441,39.805935
凤凰汇购物中心,购物服务,商场,购物中心,116.45699,39.962914
中华圣公会救主教堂旧址,风景名胜,风景名胜,风景名胜,116.368330,39.902161
北平花园(天安门店),餐饮服务,外国餐厅,外国餐厅,116.395782,39.898075
清真寺,风景名胜,风景名胜,回教寺,116.438066,39.455334
必胜客(甜水园店),餐饮服务,快餐厅,必胜客,116.477774,39.926481
美味斋,餐饮服务,中餐厅,上海菜,116.368714,39.889678
万隆汇洋灯饰时代广场,购物服务,家居建材市场,灯具瓷器市场,116.280903,39.874777
95号酱骨一块豆腐,餐饮服务,中餐厅,东北菜,116.340176,39.988352
全家(北京西站),购物服务,便民商店/便利店,便民商店/便利店,116.321058,39.896707
西三旗生态园,风景名胜,公园广场,公园,116.33959,40.047917
同仁验光配镜(中心店),购物服务,专卖店,眼镜店,116.417992,39.903125
韭园酱菜,餐饮服务,中餐厅,中餐厅,116.026273,39.970703
门头沟幸福广场,风景名胜,公园广场,城市广场,116.107779,39.892346
神堂峪栈道,风景名胜,风景名胜相关,旅游景点,116.646320,40.412573
阳光码头,餐饮服务,餐饮相关场所,餐饮相关,116.798168,39.799497
永旺国际商城购物中心美食广场,餐饮服务,快餐厅,快餐厅,116.290047,40.095972
眉州小吃(大屯店),餐饮服务,中餐厅,中餐厅,116.416030,40.007080
文化广场,风景名胜,风景名胜相关,旅游景点,116.577499,40.060424
天坛公园-七星石,风景名胜,风景名胜,风景名胜,116.416109,39.883051
北海公园-小西天,风景名胜,风景名胜,风景名胜,116.384920,39.930065
华润万家(金融街购物中心1期),购物服务,超级市场,华润,116.361455,39.915424
安妮意大利餐厅(阳光100店),餐饮服务,外国餐厅,意式菜品餐厅,116.476708,39.913831
唐宫海鲜舫(民族店),餐饮服务,中餐厅,海鲜酒楼,116.366932,39.908000
鸽子张(总店),餐饮服务,中餐厅,中餐厅,116.173713,39.773790
聚德华天峨嵋酒家(总店),餐饮服务,中餐厅,四川菜(川菜),116.353602,39.930931
新悦国际酒店,住宿服务,宾馆酒店,宾馆酒店|餐饮服务;中餐厅;综合酒楼,116.609877,40.043977
文丞相祠,风景名胜,风景名胜,风景名胜,116.410206,39.935884
荣宝斋(琉璃厂西街店),购物服务,专卖店,古玩字画店,116.384108,39.895407
ZARA(华宇时尚购物中心),购物服务,服装鞋帽皮具店,品牌服装店,116.323377,39.965108
嘉和一品(回龙观店),餐饮服务,中餐厅,特色/地方风味餐厅,116.319102,40.074289
全民畅读书店(特钢店),购物服务,专卖店,书店,116.183637,39.922543
清真寺(北门),风景名胜,风景名胜,回教寺,116.403059,39.865331
郭林家常菜(五道口店),餐饮服务,中餐厅,综合酒楼,116.339819,39.996531
粥立方(东四十条店),餐饮服务,中餐厅,中餐厅,116.431540,39.934986
嘉和一品粥(广渠门店),餐饮服务,中餐厅,特色/地方风味餐厅,116.434723,39.893994
九头鸟酒家(安乐林路店),餐饮服务,中餐厅,湖北菜(鄂菜),116.404782,39.865413
同顺斋食府,餐饮服务,中餐厅,清真菜馆,116.065245,39.636021
新世纪商城(朝宗桥商场),购物服务,商场,商场,116.267934,40.126834
北店时代广场B座,购物服务,商场,购物中心,116.334876,40.079994
太熟悉家常菜(蓝岛店),餐饮服务,中餐厅,中餐厅,116.446269,39.922130
东北锅台鱼,餐饮服务,中餐厅,东北菜,116.457398,40.200195
李家大院食府(张仪村路),餐饮服务,中餐厅,中餐厅,116.232384,39.872681
江苏大厦淮扬餐厅,餐饮服务,中餐厅,江苏菜,116.410038,39.957255
九头鹰酒家(知春店),餐饮服务,中餐厅,湖北菜(鄂菜),116.313937,39.975654
郭林家常菜(酒仙桥店),餐饮服务,中餐厅,综合酒楼,116.490164,39.965971
老土地(方庄店),餐饮服务,中餐厅,东北菜,116.431018,39.862451
果多美(双井店),购物服务,综合市场,果品市场,116.466774,39.893122
郭林家常菜(牡丹园店),餐饮服务,中餐厅,综合酒楼,116.369474,39.978134
京味斋烤鸭店(劲松店),餐饮服务,中餐厅,北京菜,116.459783,39.881828
莲花寺,风景名胜,风景名胜,寺庙道观,116.370975,39.88728
北京硅谷电脑城,购物服务,商场,商场,116.304443,39.987225
沸腾鱼乡(知春路分店),餐饮服务,中餐厅,四川菜(川菜),116.346100,39.976700
安妮意大利餐厅(光华国际店),餐饮服务,外国餐厅,意式菜品餐厅,116.454486,39.915955
紫霄宫,风景名胜,风景名胜,风景名胜,116.986249,40.267872
万龙洲海鲜(阜外店),餐饮服务,中餐厅,海鲜酒楼,116.346774,39.922960
太熟悉家常菜(新源里店),餐饮服务,中餐厅,北京菜,116.455640,39.953054
苏宁易购(苏荷时代店),购物服务,家电电子卖场,苏宁,116.645846,39.891869
巴依老爷特色烤馕(昌平店),餐饮服务,中餐厅,清真菜馆,116.230834,40.212258
陈记卤煮小肠(美食汇店),餐饮服务,中餐厅,特色/地方风味餐厅,116.395345,39.896926
国粹苑艺术品交易中心,购物服务,专卖店,古玩字画店,116.508085,39.902991
Pakpak喜悦泰(望京店),餐饮服务,外国餐厅,泰国/越南菜品餐厅,116.481761,39.993760
安妮意大利餐厅(香江花园店),餐饮服务,外国餐厅,意式菜品餐厅,116.511153,40.024359
清真寺,风景名胜,风景名胜,回教寺,116.510234,39.583534
万记麻辣烫(国展总店),餐饮服务,中餐厅,特色/地方风味餐厅,116.448693,39.965373
旺顺阁鱼头泡饼(奥体东门店),餐饮服务,中餐厅,中餐厅,116.409115,39.982988
华贸广场,购物服务,购物相关场所,购物相关场所,116.48004,39.910018
北七家建材批发市场,购物服务,家居建材市场,家具建材综合市场,116.415245,40.1207
永旺超市(永旺国际商城店),购物服务,超级市场,超市,116.291034,40.095671
两湖轩酒楼(北辰东路),餐饮服务,中餐厅,湖北菜(鄂菜),116.401442,39.995611
麻辣香锅(工美大厦王府井店),餐饮服务,中餐厅,特色/地方风味餐厅,116.412093,39.910874
龙潭公园-袁督师庙,风景名胜,风景名胜,寺庙道观,116.437223,39.880349
一勺池,风景名胜,风景名胜,风景名胜,116.310875,39.970373
大洋路海鲜批发市场,购物服务,综合市场,水产海鲜市场,116.477825,39.854335
玉兰苑,风景名胜,公园广场,公园,116.441896,39.856456
北京大学鸣鹤园,风景名胜,公园广场,公园,116.305312,39.9953
沃尔玛(北京昌平东关店),购物服务,超级市场,沃尔玛,116.265157,40.222174
家乐福(马连道店),购物服务,超级市场,家乐福,116.32573,39.882259
汉丽轩(马驹桥店),餐饮服务,外国餐厅,韩国料理,116.545624,39.759405
圆广寺,风景名胜,风景名胜,寺庙道观,116.349098,39.922242
青年公社(良乡店),餐饮服务,中餐厅,中餐厅,116.136429,39.736285
新发地果品批发市场,购物服务,综合市场,果品市场,116.339417,39.803607
嘉和一品粥(马家堡店),餐饮服务,中餐厅,特色/地方风味餐厅,116.386921,39.842518
东湖公园,风景名胜,公园广场,公园,115.992116,40.456216
北京非常泰,餐饮服务,外国餐厅,泰国/越南菜品餐厅,116.447304,39.947659
祖母的厨房(石雀胡同店),餐饮服务,外国餐厅,美式风味,116.417882,39.939985
晓林火锅(东直门二店),餐饮服务,中餐厅,火锅店,116.418897,39.940792
齐白石故居(辟才胡同)(暂停营业),风景名胜,风景名胜,纪念馆,116.364173,39.914651
逐鹿茶楼(学院路店),餐饮服务,茶艺馆,茶艺馆,116.353745,40.000518
物美便利超市,购物服务,便民商店/便利店,便民商店/便利店,116.160100,39.809134
功德林(前门店),餐饮服务,中餐厅,中式素菜馆,116.411692,39.900418
北京日出东方凯宾斯基酒店大堂吧,餐饮服务,咖啡厅,咖啡厅,116.677879,40.387681
莱蒎黑胶唱片,购物服务,专卖店,音像店,116.493664,39.982799
聚福园(北辰西路),餐饮服务,中餐厅,中餐厅,116.386530,39.993767
亮马国际珠宝古玩城,购物服务,专卖店,珠宝首饰工艺品,116.476931,39.955248
嘉和一品(国展店),餐饮服务,中餐厅,特色/地方风味餐厅,116.438393,39.959924
Berry Beans Coffee Lounge,餐饮服务,咖啡厅,咖啡厅,116.392369,39.894444
丝路驿站,餐饮服务,中餐厅,清真菜馆,116.478740,39.975109
七孔桥,风景名胜,风景名胜,风景名胜|地名地址信息;交通地名;桥,116.240066,40.27627
花香袭人鲜花(月坛南街),购物服务,花鸟鱼虫市场,花卉市场,116.346651,39.914177
久隆百货,购物服务,商场,普通商场,116.494907,39.961621
嘉和一品(青年路店),餐饮服务,中餐厅,中餐厅,116.521090,39.924164
碓臼峪自然风景区,风景名胜,风景名胜,风景名胜,116.206338,40.365176
晋阳饭庄(白广路店),餐饮服务,中餐厅,综合酒楼,116.359344,39.883565
新疆风味兰州拉面涮羊肉,餐饮服务,中餐厅,清真菜馆,116.362766,39.866483
大公主府,风景名胜,风景名胜,风景名胜,116.839543,40.380771
阿里山广场,风景名胜,公园广场,公园广场,116.399549,39.895200
儒宴孔府菜(亦庄天宝北街店),餐饮服务,中餐厅,火锅店,116.488635,39.796893
外婆家(蓝色港湾国际商区),餐饮服务,中餐厅,浙江菜,116.474807,39.949253
铁木真自助(昌平府学路店),餐饮服务,中餐厅,清真菜馆,116.253530,40.220988
护国寺小吃(装修中),餐饮服务,快餐厅,快餐厅,116.338997,39.941854
新世界百货(望京店),购物服务,商场,购物中心,116.480578,39.986539
金陵遗址,风景名胜,风景名胜,风景名胜,115.920711,39.753604
社会主义好农村食堂,餐饮服务,中餐厅,中餐厅,116.690690,40.390952
铃木食堂(小菊儿胡同店),餐饮服务,外国餐厅,日本料理,116.403679,39.940127
福顺居(刘家窑总店),餐饮服务,中餐厅,北京菜,116.414666,39.862182
日坛国际贸易中心,购物服务,商场,购物中心,116.442286,39.91928
格力(大马环岛旗舰店),购物服务,家电电子卖场,家电电子卖场,117.124946,40.142520
桂村文化广场,风景名胜,公园广场,城市广场,116.376304,39.699335
漫春园,风景名胜,公园广场,公园,116.657587,39.891283
谐趣园,风景名胜,公园广场,公园,116.446683,39.946465
正月十五东北农家院(宋家庄店),餐饮服务,中餐厅,东北菜,116.434832,39.846076
方仕通科技广场,购物服务,家电电子卖场,数码电子,116.401766,39.855124
鹤一烤肉(中关村店),餐饮服务,外国餐厅,日本料理,116.302192,39.989194
江边诱惑巫山烤鱼(天通苑店),餐饮服务,中餐厅,特色/地方风味餐厅,116.417368,40.063265
旺顺阁鱼头泡饼(大望路店),餐饮服务,中餐厅,中餐厅,116.477394,39.906540
松子(世纪城店),餐饮服务,外国餐厅,日本料理,116.278249,39.961115
滨湖公园(滨湖中街),风景名胜,公园广场,公园,116.636639,40.32743
集美家居(北京大红门店),购物服务,家居建材市场,家具城,116.391481,39.833693
北京apm,购物服务,商场,普通商场,116.4119016,39.91489746
定陵地下宫殿(出口),风景名胜,风景名胜,世界遗产,116.221908,40.296454
古北水镇烧肉馆,餐饮服务,餐饮相关场所,餐饮相关,117.278312,40.653915
食宝街,购物服务,特色商业街,步行街,116.313804,39.980059
猪掌柜韩国烤肉(鼓楼南街店),餐饮服务,外国餐厅,韩国料理,116.232494,40.222417
萨莉亚意式餐厅(西单店),餐饮服务,外国餐厅,意式菜品餐厅,116.374711,39.911147
华光商厦,购物服务,商场,购物中心,116.30197,39.924452
家乐福(健翔桥店),购物服务,超级市场,家乐福,116.381163,39.980359
十里堡鲜超市,风景名胜,公园广场,城市广场|购物服务;超级市场;超市,116.502296,39.915052
甲乙丙丁港式茶餐厅(甲乙丙丁南法信店),餐饮服务,快餐厅,茶餐厅,116.608675,40.114436
北京基督教会门头沟堂,风景名胜,风景名胜,教堂,116.088899,39.942907
老北京家常菜(安定门店),餐饮服务,中餐厅,中餐厅,116.408627,39.945225
金翠湖自助烧烤农庄,餐饮服务,餐饮相关场所,餐饮相关,116.089767,39.673217
郭林家常菜(团结湖店),餐饮服务,中餐厅,综合酒楼,116.467241,39.923799
川办餐厅,餐饮服务,中餐厅,四川菜(川菜),116.431744,39.911757
四川仁火锅(新兴桥店),餐饮服务,中餐厅,火锅店,116.310812,39.910181
家乐福(国展店),购物服务,超级市场,家乐福,116.443996,39.960869
绿茶餐厅(凯德晶品店),餐饮服务,快餐厅,茶餐厅,116.296559,39.908392
稻香村(通州店),餐饮服务,糕饼店,糕饼店,116.662283,39.904749
地坛公园-地坛牌楼,风景名胜,风景名胜,风景名胜,116.408573,39.953250
大型超市(廊坊二条店),购物服务,便民商店/便利店,便民商店/便利店,116.396611,39.897049
嘉和一品粥(政府街店),餐饮服务,中餐厅,特色/地方风味餐厅,116.239513,40.220464
野山坡,餐饮服务,餐饮相关场所,餐饮相关,116.265891,40.249642
八达岭长城-上山滑车,风景名胜,风景名胜相关,旅游景点,116.020862,40.356635
八达岭长城-好汉碑,风景名胜,风景名胜,风景名胜,116.012571,40.355085
颐和园-文昌院,风景名胜,风景名胜,世界遗产,116.280818,39.997072
北京动物园-北京海洋馆,风景名胜,公园广场,水族馆,116.340948,39.944665
天安门广场-人民英雄纪念碑,风景名胜,风景名胜,纪念馆,116.397679,39.904618
天安门广场-正阳门,风景名胜,风景名胜,风景名胜,116.397850,39.900536
